video,frame,Nose_x,Nose_y,Nose_s,LShoulder_x,LShoulder_y,LShoulder_s,RShoulder_x,RShoulder_y,RShoulder_s,LElbow_x,LElbow_y,LElbow_s,RElbow_x,RElbow_y,RElbow_s,LWrist_x,LWrist_y,LWrist_s,RWrist_x,RWrist_y,RWrist_s,LHip_x,LHip_y,LHip_s,RHip_x,RHip_y,RHip_s,LKnee_x,LKnee_y,LKnee_s,RKnee_x,RKnee_y,RKnee_s,LAnkle_x,LAnkle_y,LAnkle_s,RAnkle_x,RAnkle_y,RAnkle_s,label
Prison_Fall_1.mp4,38,0.724465489,0.450105309,0.836166203,0.719050705,0.478983849,0.811690986,0.691977203,0.46935764,0.850136817,0.724465489,0.53674072,0.375823557,0.713636041,0.54636687,0.827047527,0.746124327,0.555993021,0.494843364,0.746124327,0.565619171,0.847278237,0.67573303,0.584871531,0.577539682,0.654074252,0.555993021,0.619736254,0.719050705,0.642628491,0.765948713,0.67573303,0.584871531,0.554078341,0.708221316,0.710011601,0.650728762,0.62700063,0.681133151,0.742649794,1
Prison_Fall_1.mp4,39,0.719578087,0.438758105,0.854793191,0.719578087,0.487884283,0.758694649,0.686417937,0.458408594,0.787370622,0.725104749,0.546835721,0.266353965,0.708524704,0.537010431,0.698898494,0.747211576,0.56648612,0.395302951,0.741684854,0.56648612,0.767216325,0.680891275,0.576311409,0.572892725,0.658784509,0.556660891,0.612125635,0.725104749,0.635262787,0.716325581,0.664311171,0.58613658,0.463783354,0.714051425,0.704039335,0.690551996,0.620097578,0.674563646,0.494815588,1
Prison_Fall_1.mp4,40,0.71989578,0.438032418,0.888870955,0.71989578,0.487222224,0.846931159,0.681158841,0.457708359,0.795746088,0.725429654,0.556087971,0.412813902,0.714361966,0.546249986,0.510924518,0.747565091,0.565925956,0.54436326,0.747565091,0.556087971,0.685286403,0.681158841,0.585601866,0.621248364,0.659023404,0.556087971,0.646181107,0.71989578,0.634791672,0.794414341,0.664557278,0.585601866,0.366671294,0.714361966,0.703657448,0.712251008,0.620286405,0.654467583,0.556079507,1
Prison_Fall_1.mp4,41,0.711093724,0.435463011,0.924231172,0.716874957,0.486851901,0.845870018,0.682187438,0.456018537,0.83992064,0.716874957,0.548518538,0.417577147,0.711093724,0.53824079,0.536738932,0.745781183,0.558796346,0.602246642,0.745781183,0.558796346,0.624682307,0.682187438,0.579351842,0.658710659,0.653281212,0.569074094,0.771015942,0.716874957,0.630740762,0.623446524,0.716874957,0.630740762,0.230726346,0.716874957,0.69240737,0.580315769,0.607031167,0.661574066,0.44382149,1
Prison_Fall_1.mp4,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Prison_Fall_1.mp4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Prison_Fall_1.mp4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Prison_Fall_1.mp4,45,0.709713519,0.443657398,0.909738243,0.709713519,0.496087939,0.822110653,0.674322903,0.454143524,0.719032824,0.72151047,0.548518479,0.94685185,0.644830704,0.46462965,0.966813564,0.75100261,0.559004664,1.001050234,0.680221319,0.46462965,0.681619823,0.668424487,0.569490731,0.690761447,0.644830704,0.548518479,0.702132106,0.715611994,0.611435235,0.895185411,0.644830704,0.527546287,0.448575258,0.733307242,0.684837997,0.734086037,0.603541613,0.611435235,0.790317595,1
Prison_Fall_1.mp4,46,0.70674479,0.433784723,0.880959392,0.70674479,0.495243043,0.818527102,0.672174454,0.45427081,0.697964609,0.724029899,0.546458304,0.936478019,0.64336586,0.474756926,0.874055386,0.747076809,0.556701362,1.005445838,0.672174454,0.464513868,0.798422575,0.672174454,0.577187479,0.741562307,0.64336586,0.546458304,0.736832976,0.718268216,0.607916653,0.831218898,0.631842434,0.546458304,0.365846246,0.729791641,0.679618061,0.607352734,0.597272098,0.618159711,0.812512636,1
Prison_Fall_1.mp4,47,0.704348862,0.430347234,0.933290064,0.710032523,0.5010764,0.858782589,0.670247316,0.450555563,0.750961006,0.721399665,0.541493118,0.934369028,0.636145771,0.480868071,0.871829212,0.744134068,0.561701417,1.02139616,0.658880174,0.470763892,0.834254026,0.670247316,0.571805537,0.732103109,0.641829371,0.551597238,0.755437374,0.715716124,0.602118075,0.827657878,0.630462229,0.541493118,0.381624162,0.732766867,0.672847211,0.618587732,0.596360624,0.622326374,0.822287202,1
Prison_Fall_1.mp4,48,0.70715493,0.42947337,0.875811756,0.70715493,0.49594906,0.958743155,0.669762313,0.45796293,0.800960779,0.717838466,0.543431699,0.924470961,0.632369757,0.48645252,0.814289629,0.744547486,0.552928209,1.043299317,0.659078717,0.46745947,0.84580636,0.669762313,0.571921289,0.656853914,0.648395181,0.552928209,0.77108264,0.717838466,0.590914369,0.654956818,0.632369757,0.53393513,0.521937013,0.728522122,0.657389998,0.552014053,0.5949772,0.619403899,0.836130917,1
Prison_Fall_1.mp4,49,0.703281283,0.42638889,0.940498233,0.708828092,0.495416701,0.849917948,0.670000017,0.455972224,0.743131459,0.719921887,0.544722259,0.905343831,0.63671875,0.485555589,0.811169267,0.742109358,0.554583371,0.978812158,0.647812545,0.465833366,0.785703242,0.675546885,0.574305534,0.730596721,0.647812545,0.554583371,0.719646156,0.714374959,0.594027817,0.88296777,0.631171882,0.524999976,0.543799162,0.731015623,0.653194487,0.669377089,0.592343688,0.623611152,0.85204792,1
Prison_Fall_1.mp4,50,0.701764286,0.427384228,0.827726364,0.706988931,0.49240163,0.889831841,0.670416653,0.455248833,0.853794634,0.722662747,0.54813081,0.780692935,0.633844376,0.49240163,0.625476778,0.743561149,0.557419002,1.034818649,0.644293606,0.464537024,0.795626581,0.670416653,0.566707194,0.533470273,0.644293606,0.54813081,0.653647721,0.717438102,0.575995386,0.411315382,0.717438102,0.575995386,0.541657209,0.722662747,0.641012728,0.304903388,0.592047513,0.622436345,0.698244154,1
Prison_Fall_1.mp4,51,0.696442008,0.425758094,0.898190379,0.706852198,0.49978587,0.914814651,0.670416653,0.45351851,0.866566777,0.717262387,0.546053231,0.813623726,0.633981109,0.490532368,0.629860997,0.738082707,0.555306733,1.064396024,0.644391239,0.472025454,0.868014574,0.670416653,0.573813617,0.655867815,0.644391239,0.555306733,0.75534606,0.712057292,0.573813617,0.684355736,0.628776014,0.536799729,0.67881608,0.722467422,0.638587952,0.682150185,0.592340469,0.62933445,0.75694257,1
Prison_Fall_1.mp4,52,0.694667935,0.424039364,0.925279498,0.705097616,0.498206079,0.88700217,0.668593705,0.461122721,0.835062861,0.715527356,0.544560254,0.820478261,0.632089794,0.488935232,0.47257027,0.741601586,0.553831041,0.998064041,0.642519534,0.470393538,0.843206644,0.673808515,0.572372735,0.675003409,0.647734344,0.553831041,0.742741406,0.710312486,0.572372735,0.756282985,0.621660113,0.535289407,0.783237815,0.715527356,0.637268603,0.734294057,0.590371072,0.64653939,0.70404774,1
Prison_Fall_1.mp4,53,0.692304611,0.427870333,0.864462256,0.706999958,0.497537076,0.812695503,0.667812467,0.462703705,0.844313681,0.716796815,0.541078687,0.655783594,0.633523405,0.497537076,0.586064875,0.736390531,0.558495343,1.072329879,0.633523405,0.471412033,0.914179325,0.677609324,0.558495343,0.692732334,0.648218751,0.549786985,0.792874515,0.711898446,0.558495343,0.823951662,0.618828058,0.541078687,0.840893388,0.711898446,0.628162026,0.713618636,0.589437485,0.654286981,0.74133873,1
Prison_Fall_1.mp4,54,0.690729141,0.426481456,0.912755311,0.704322875,0.490925938,0.781546116,0.668072879,0.466759235,0.808505595,0.717916608,0.547314823,0.842000782,0.631822884,0.490925938,0.612521112,0.736041665,0.563425899,0.952192605,0.631822884,0.474814802,0.921058595,0.677135408,0.563425899,0.777946174,0.645416617,0.547314823,0.914966226,0.713385403,0.563425899,0.743120313,0.618229151,0.547314823,0.709580302,0.708854139,0.627870381,0.77691853,0.591041625,0.660092533,0.763320267,1
Prison_Fall_1.mp4,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Prison_Fall_1.mp4,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Prison_Fall_1.mp4,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Prison_Fall_1.mp4,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Prison_Fall_1.mp4,59,0.683271468,0.434832186,0.801826,0.700292945,0.505439818,0.696921706,0.654902339,0.465092599,0.678360522,0.717314422,0.555873871,0.72969228,0.62653321,0.495353013,0.588489175,0.734335899,0.586134255,0.723998606,0.615185559,0.505439818,0.727507472,0.660576105,0.555873871,0.529100955,0.637880862,0.555873871,0.477956533,0.615185559,0.57604748,0.239572853,0.609511673,0.586134255,0.54105103,0.671923816,0.636568248,0.351656765,0.575468719,0.697089136,0.532848358,1
Prison_Fall_1.mp4,60,0.687226534,0.436666667,0.898980141,0.697460949,0.491249979,0.844157994,0.651406229,0.473055571,0.796046913,0.717929721,0.545833409,0.699562073,0.630937457,0.500347257,0.623845875,0.733281195,0.591319501,0.909289658,0.615585923,0.518541694,0.762976646,0.661640584,0.564027786,0.657306671,0.636054695,0.545833409,0.660418093,0.697460949,0.573125005,0.579797089,0.605351508,0.591319501,0.55618906,0.666757762,0.645902812,0.757692158,0.57464844,0.700486183,0.705229938,1
Prison_Fall_1.mp4,61,0.683746696,0.430416673,0.834047675,0.703863919,0.501944482,0.857427657,0.65357095,0.475121558,0.850488007,0.713922501,0.546649337,0.787724674,0.633453727,0.501944482,0.548708439,0.734039664,0.591354191,0.870108426,0.613336563,0.519826412,0.625611365,0.65357095,0.573472261,0.450382113,0.638483047,0.555590332,0.587952554,0.693805337,0.573472261,0.485213339,0.693805337,0.573472261,0.216286451,0.573102176,0.69864589,0.662544847,0.663629532,0.653941035,0.215630159,1
Prison_Fall_1.mp4,62,0.684101522,0.431921273,0.909034729,0.699453115,0.495601863,0.838280201,0.653398395,0.477407455,0.719636559,0.714804709,0.550185204,0.764231026,0.632929683,0.504699111,0.594626844,0.730156183,0.595671296,0.953035533,0.607343733,0.531990707,0.726121843,0.638046861,0.559282362,0.576408148,0.638046861,0.550185204,0.587397814,0.602226496,0.613865793,0.482246727,0.6892187,0.586574078,0.342715293,0.571523428,0.704837978,0.65652895,0.658515632,0.659351885,0.246300846,1
Prison_Fall_1.mp4,63,0.686673164,0.42936343,0.858367682,0.697493494,0.496689796,0.750480771,0.654212177,0.477453679,0.731635392,0.719134152,0.544780076,0.767716765,0.627161384,0.5063079,0.818635046,0.729954422,0.592870355,0.927364171,0.60011065,0.535162091,0.875860393,0.643391907,0.554398119,0.566245735,0.637981713,0.544780076,0.623324454,0.692083359,0.58325237,0.219533563,0.686673164,0.592870355,0.641442299,0.567649722,0.698669016,0.465688646,0.567649722,0.698669016,0.305140674,1
Prison_Fall_1.mp4,64,0.6892187,0.437546313,0.708027422,0.699843705,0.494213015,0.490048677,0.657343745,0.475324094,0.499210685,0.715781271,0.541435242,0.625168502,0.625468671,0.513101876,0.55778414,0.731718719,0.588657439,0.66727525,0.598906219,0.541435242,0.615716934,0.630781233,0.550879657,0.633054972,0.641406238,0.550879657,0.609308481,0.604218721,0.607546329,0.582431138,0.683906257,0.598101854,0.937096417,0.567031205,0.701990843,0.778134108,0.652031183,0.683101892,0.654101968,1
Prison_Fall_1.mp4,65,0.68349278,0.440671325,0.715033889,0.650856078,0.479351848,0.553541481,0.699811161,0.508362353,0.48634845,0.716129482,0.547042847,0.468902946,0.716129482,0.547042847,0.372510672,0.601900995,0.537372649,0.787048876,0.732447863,0.595393538,0.622890651,0.629098237,0.547042847,0.644771457,0.650856078,0.547042847,0.639091969,0.601900995,0.605063736,0.570024312,0.68349278,0.605063736,0.926560402,0.563824832,0.692094862,0.817026377,0.645416617,0.692094862,0.676190197,1
Prison_Fall_1.mp4,66,0.686835945,0.438796282,0.82098335,0.697851539,0.507337928,0.602549136,0.65929687,0.477962971,0.542725861,0.714374959,0.546504617,0.700699747,0.626249969,0.507337928,0.514693499,0.73089844,0.595462918,0.728980362,0.598710895,0.536712945,0.555150151,0.626249969,0.546504617,0.584750831,0.648281217,0.546504617,0.614052355,0.598710895,0.615046322,0.524310291,0.681328058,0.615046322,0.882074952,0.560156226,0.693379641,0.784620285,0.642773449,0.703171313,0.703553557,1
Prison_Fall_1.mp4,67,0.691145778,0.447129637,0.652292252,0.652727842,0.476400465,0.495753169,0.70212239,0.505671322,0.392641187,0.71858716,0.544699013,0.439599395,0.713098884,0.554455996,0.421838045,0.603333294,0.534942091,0.715038538,0.729563773,0.593483746,0.50650686,0.619798124,0.554455996,0.643869221,0.652727842,0.554455996,0.652651191,0.592356741,0.612997711,0.577875674,0.680169225,0.632511556,0.867447734,0.559427083,0.691053212,0.813367724,0.64175123,0.710567117,0.750637233,1
Prison_Fall_1.mp4,68,0.689036429,0.445578724,0.668098927,0.700071573,0.504432917,0.490384191,0.655930936,0.475005835,0.402806699,0.71662432,0.543669045,0.571920693,0.628343046,0.514241934,0.466230035,0.733177066,0.592714131,0.676298141,0.600755155,0.543669045,0.490445107,0.628343046,0.553478062,0.624749184,0.650413394,0.553478062,0.616091132,0.595237613,0.612332225,0.564317942,0.683518827,0.631950259,0.870131493,0.56213212,0.690804422,0.793384671,0.644895792,0.710422516,0.736953735,1
Prison_Fall_1.mp4,69,0.689557254,0.442523152,0.752565801,0.700592399,0.501377285,0.50967598,0.661969364,0.48175925,0.326159865,0.717145145,0.55042243,0.518277586,0.628863931,0.511186302,0.450894415,0.60127604,0.540613413,0.713035047,0.733697891,0.589658558,0.45314911,0.628863931,0.55042243,0.645025671,0.656451821,0.560231447,0.607606709,0.595758438,0.61908561,0.553107083,0.684039712,0.638703704,0.942516804,0.557135403,0.697557867,0.815054297,0.639899075,0.717175901,0.775701225,1
Prison_Fall_1.mp4,70,0.683242142,0.441273153,0.537311971,0.65492183,0.481550932,0.617684007,0.700234354,0.501689851,0.528256059,0.626601517,0.511759281,0.387148827,0.711562455,0.55203706,0.625817478,0.603945315,0.54196763,0.684285581,0.734218717,0.592314839,0.763582289,0.626601517,0.55203706,0.617233574,0.65492183,0.56210649,0.648925483,0.598281205,0.612453699,0.543844938,0.683242142,0.642662048,0.924405932,0.558632791,0.693009257,0.813882232,0.643593729,0.723217607,0.70524025,1
Prison_Fall_10.mp4,1,0.703117192,0.385138899,0.84060055,0.661695302,0.397412091,0.570173681,0.647888005,0.446504623,0.659378886,0.634080708,0.421958327,0.072295181,0.640984356,0.556962967,0.43490091,0.682406247,0.421958327,0.107273005,0.654791653,0.655148149,0.572902799,0.654791653,0.556962967,0.499426723,0.620273411,0.581509292,0.616499424,0.675502598,0.642875016,0.785202444,0.620273411,0.679694474,0.792324543,0.654791653,0.704240739,0.468471736,0.571947873,0.704240739,0.809067786,1
Prison_Fall_10.mp4,2,0.707311213,0.396122694,0.861212969,0.674075484,0.407939821,0.534072101,0.654134095,0.455208331,0.631242812,0.660781205,0.419756979,0.092193037,0.647486925,0.561562479,0.483713925,0.674075484,0.443391234,0.190530047,0.660781205,0.656099558,0.636605561,0.654134095,0.537928283,0.46672526,0.627545536,0.561562479,0.54772234,0.680722594,0.632465303,0.874345839,0.627545536,0.69155091,0.821871758,0.667428315,0.703368068,0.447592765,0.574368477,0.703368068,0.816941023,1
Prison_Fall_10.mp4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Prison_Fall_10.mp4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
